roadid	type	label    	city    	oneway	speed	roadclass	notforcar	notforpede	notforbicy
17784	6	haycock ave	mt roskill	0	2	0	0	0	0
17785	6	rangitata pl	lynfield	0	2	0	0	0	0
17786	6	halsey dr	lynfield	0	2	0	0	0	0
17787	6	halsey dr	lynfield	0	2	0	0	0	0
17788	6	the avenue	lynfield	0	2	0	0	0	0
17789	6	caronia cres	lynfield	0	2	0	0	0	0
17793	9	state highway 16	auckland	1	4	4	0	1	1
17795	6	downing st	glenfield	0	2	0	0	0	0
17796	6	capilano pl	glenfield	0	2	0	0	0	0
17797	6	okura river rd	okura	0	3	0	0	0	0
17798	6	fields pde	albany	0	2	0	0	0	0
17799	6	rising pde	albany	0	2	0	0	0	0
17800	22	walkway	auckland	0	1	0	1	0	0
17801	6	dallan pl	albany	0	2	0	0	0	0
17804	6	tenbless crt	glenfield	0	2	0	0	0	0
17808	6	dorset st	westmere	0	2	0	0	0	0
17810	6	norrie ave	mt albert	0	2	0	0	0	0
17811	6	vinter tce	mt albert	0	2	0	0	0	0
17815	6	sylvania cres	lynfield	0	2	0	0	0	0
17816	6	halsey dr	lynfield	0	2	0	0	0	0
17818	6	sylvania cres	lynfield	0	3	0	0	0	0
17819	6	sylvania cres	lynfield	0	3	0	0	0	0
17821	6	humber pl	avondale	0	3	0	0	0	0
17822	6	humber pl	avondale	0	2	0	0	0	0
17823	6	pharlap dr	albany	0	2	0	0	0	0
17824	6	hall rd	glenfield	0	2	0	0	0	0
17825	6	bentley ave	glenfield	0	2	0	0	0	0
17826	6	high rd	glenfield	0	3	0	0	0	0
17829	6	logan lane	whangaparaoa	0	2	0	0	0	0
17831	6	gledstane rd	whangaparaoa	0	2	0	0	0	0
17833	6	gleanor ave	albany	0	2	0	0	0	0
17834	6	fields pde	albany	0	2	0	0	0	0
17835	6	fields pde	albany	0	2	0	0	0	0
17836	6	nimstedt ave	albany	0	2	0	0	0	0
17837	6	margaret henry cres	albany	0	2	0	0	0	0
17839	22	walkway	auckland	0	2	0	1	0	0
17841	22	walkway	auckland	0	2	0	1	0	0
17842	6	manu pl	pinehill	0	3	0	0	0	0
17843	6	civil pl	albany	0	2	0	0	0	0
17847	6	sevilla pl	meadowood	0	2	0	0	0	0
17848	6	sevilla pl	meadowood	0	2	0	0	0	0
17849	6	mayfield rd	glenfield	0	2	0	0	0	0
17850	6	mayfield rd	glenfield	0	2	0	0	0	0
17851	6	mayfield rd	glenfield	0	2	0	0	0	0
17852	6	high rd	glenfield	0	3	0	0	0	0
17854	6	old mill rd	westmere	0	2	0	0	0	0
17855	6	savage st	westmere	0	2	0	0	0	0
17858	6	francis ryan cl	mt albert	0	2	0	0	0	0
17860	6	toroa tce	mt albert	0	2	0	0	0	0
17861	6	toroa tce	mt albert	0	2	0	0	0	0
17862	6	willis st	mt albert	0	2	0	0	0	0
17864	6	parkinson ave	mt roskill	0	2	0	0	0	0
17865	6	o'donnell ave	mt roskill	0	2	0	0	0	0
17866	22	walkway	auckland	0	2	0	1	0	0
17869	6	welsh st	mt roskill	0	2	0	0	0	0
17871	6	wayne pl	mt roskill	0	2	0	0	0	0
17872	6	mersey pl	avondale	0	3	0	0	0	0
17876	6	sylvania cres	lynfield	0	2	0	0	0	0
17878	6	the avenue	lynfield	0	2	0	0	0	0
17879	6	the avenue	lynfield	0	2	0	0	0	0
17880	6	fletcher st	mt roskill	0	2	0	0	0	0
17882	6	nimstedt ave	albany	0	2	0	0	0	0
17883	4	wairau rd	glenfield	0	3	2	0	0	0
17884	6	st thomas more lane	glenfield	0	2	0	0	0	0
17885	6	clare pl	glenfield	0	2	0	0	0	0
17886	6	d'oyly dr	whangaparaoa	0	2	0	0	0	0
17887	6	pakiri river rd	pakiri	0	3	0	0	0	0
17888	6	witten rd	pakiri	0	3	0	0	0	0
17890	6	brampton rd	snells beach	0	2	0	0	0	0
17892	6	margaret henry cres	albany	0	2	0	0	0	0
17893	22	walkway	auckland	0	1	0	1	0	0
17896	6	rosedale rd	albany	0	3	0	0	0	0
17897	5	rosedale rd	albany	0	3	1	0	0	0
17898	6	meadowood dr	meadowood	0	2	0	0	0	0
17899	6	exeter pl	meadowood	0	2	0	0	0	0
17901	6	mayfield rd	glenfield	0	2	0	0	0	0
17904	6	high rd	glenfield	0	3	0	0	0	0
17905	6	woodcote dr	glenfield	0	2	0	0	0	0
17906	6	coroglen ave	birkenhead	0	2	0	0	0	0
17908	6	linwood ave	mt albert	0	2	0	0	0	0
17911	6	wairere ave	mt albert	0	2	0	0	0	0
17912	6	subritzky ave	mt roskill	0	2	0	0	0	0
17913	6	mersey pl	avondale	0	2	0	0	0	0
17914	6	subritzky ave	mt roskill	0	2	0	0	0	0
17915	6	graham bell ave	mt roskill	0	2	0	0	0	0
17916	6	ernie pinches st	mt roskill	0	3	0	0	0	0
17917	6	ellis ave	mt roskill	0	2	0	0	0	0
17918	6	gothic pl	lynfield	0	2	0	0	0	0
17919	6	halsey dr	lynfield	0	2	0	0	0	0
17920	6	halsey dr	lynfield	0	2	0	0	0	0
17921	6	oriana ave	lynfield	0	2	0	0	0	0
17922	6	the avenue	lynfield	0	2	0	0	0	0
17923	6	devonshire rd	meadowood	0	2	0	0	0	0
17924	6	marbella cres	albany	0	2	0	0	0	0
17925	6	nimstedt ave	albany	0	2	0	0	0	0
17927	6	camelot pl	glenfield	0	2	0	0	0	0
17929	6	cumberland ave	westmere	0	2	0	0	0	0
17930	6	fife st	westmere	0	2	0	0	0	0
17932	6	kanuka rd	sandspit	0	2	0	0	0	0
17934	6	ponderosa dr	albany	0	2	0	0	0	0
17935	6	northcross dr	albany	0	2	0	0	0	0
17940	6	andros pl	meadowood	0	2	0	0	0	0
17941	6	merida pl	meadowood	0	2	0	0	0	0
17942	6	merida pl	meadowood	0	2	0	0	0	0
17946	6	glenvale pl	glenfield	0	2	0	0	0	0
17948	6	ross ave	glenfield	0	2	0	0	0	0
17949	6	hall rd	glenfield	0	2	0	0	0	0
17950	6	high rd	glenfield	0	3	0	0	0	0
17951	6	marlborough ave	glenfield	0	2	0	0	0	0
17953	6	huka rd	birkenhead	0	2	0	0	0	0
17957	6	vinter tce	mt albert	0	2	0	0	0	0
17958	6	highland rd	mt albert	0	2	0	0	0	0
17961	6	jessop st	mt roskill	0	2	0	0	0	0
17962	6	jessop st	mt roskill	0	2	0	0	0	0
17963	6	subritzky ave	mt roskill	0	2	0	0	0	0
17965	6	haycock ave	mt roskill	0	2	0	0	0	0
17967	6	canberra ave	lynfield	0	2	0	0	0	0
17968	6	caronia cres	lynfield	0	2	0	0	0	0
17969	6	the avenue	lynfield	0	2	0	0	0	0
17970	6	ballymore dr	pinehill	0	2	0	0	0	0
17971	6	canaveral dr	albany	0	2	0	0	0	0
17973	6	bennett st	mt albert	0	2	0	0	0	0
17974	22	walkway	whangaparaoa	0	2	0	1	0	0
17978	6	apollo pl	snells beach	0	2	0	0	0	0
17981	6	nimstedt ave	albany	0	2	0	0	0	0
17982	6	sunvista ave	albany	0	2	0	0	0	0
17983	6	felicity pl	meadowood	0	2	0	0	0	0
17984	6	devonshire rd	meadowood	0	2	0	0	0	0
17985	6	weldene ave	glenfield	0	2	0	0	0	0
17987	6	chivalry rd	glenfield	0	2	0	0	0	0
17989	6	greendale spur	glenfield	0	2	0	0	0	0
17990	6	woodcote dr	glenfield	0	2	0	0	0	0
17992	6	warnock st	westmere	0	2	0	0	0	0
17993	6	william denny ave	westmere	0	2	0	0	0	0
17997	6	o'donnell ave	mt roskill	0	2	0	0	0	0
17999	6	denize rd	mt roskill	0	2	0	0	0	0
18000	6	wainwright ave	mt roskill	0	2	0	0	0	0
18002	6	subritzky ave	mt roskill	0	2	0	0	0	0
18004	6	ernie pinches st	mt roskill	0	2	0	0	0	0
18005	6	webster ave	mt roskill	0	2	0	0	0	0
18006	6	penney ave	mt roskill	0	2	0	0	0	0
18007	6	the avenue	lynfield	0	2	0	0	0	0
18008	6	the avenue	lynfield	0	2	0	0	0	0
18011	9	northern motorway	meadowood	1	4	4	0	1	1
18012	6	fitzwilliam dr	torbay	0	2	0	0	0	0
18013	6	chester ave	westmere	0	2	0	0	0	0
18014	6	robinia pl	snells beach	0	2	0	0	0	0
18021	5	hugh green dr	albany	0	2	1	0	0	0
18023	6	trias rd	totaravale	0	2	0	0	0	0
18025	6	odette rd	glenfield	0	2	0	0	0	0
18027	6	downing st	glenfield	0	2	0	0	0	0
18029	6	bentley crt	glenfield	0	2	0	0	0	0
18032	6	mt royal ave	mt albert	0	2	0	0	0	0
18033	6	ruarangi rd	mt albert	0	2	0	0	0	0
18035	6	ruarangi rd	mt albert	0	2	0	0	0	0
18036	6	o'donnell ave	mt roskill	0	2	0	0	0	0
18037	6	lorraine ave	mt albert	0	2	0	0	0	0
18038	6	farrelly ave	mt roskill	0	2	0	0	0	0
18040	6	sally cres	mt roskill	0	2	0	0	0	0
18041	6	malcolm st	mt roskill	0	2	0	0	0	0
18043	6	subritzky ave	mt roskill	0	2	0	0	0	0
18044	6	pascoe st	mt roskill	0	2	0	0	0	0
18046	6	warwick ave	westmere	0	2	0	0	0	0
18047	6	nimstedt ave	albany	0	2	0	0	0	0
18048	6	d'oyly dr	whangaparaoa	0	2	0	0	0	0
18049	6	meadowood dr	meadowood	0	2	0	0	0	0
18050	6	santiago cres	meadowood	0	2	0	0	0	0
18056	6	linwood ave	mt albert	0	3	0	0	0	0
18058	6	oakfield ave	mt albert	0	2	0	0	0	0
18059	6	lorraine ave	mt albert	0	2	0	0	0	0
18060	6	farrelly ave	mt roskill	0	2	0	0	0	0
18061	6	parkinson ave	mt roskill	0	2	0	0	0	0
18062	6	ira st	mt roskill	0	2	0	0	0	0
18063	6	penney ave	mt roskill	0	2	0	0	0	0
18064	6	webster ave	mt roskill	0	2	0	0	0	0
18065	6	the avenue	lynfield	0	2	0	0	0	0
18066	22	walkway	auckland	0	2	0	1	0	0
18069	1	upper harbour hwy exit 414	auckland	1	4	4	0	1	1
18071	6	speedy cres	hillcrest	0	2	0	0	0	0
18072	4	east coast rd	pinehill	0	3	2	0	0	0
18073	6	nimstedt ave	albany	0	2	0	0	0	0
18076	6	katene pl	snells beach	0	2	0	0	0	0
18080	6	d'oyly dr	whangaparaoa	0	2	0	0	0	0
18082	6	ellenbury pl	whangaparaoa	0	2	0	0	0	0
18085	6	cabello pl	meadowood	0	2	0	0	0	0
18086	6	cabello pl	meadowood	0	2	0	0	0	0
18087	22	walkway	auckland	0	1	0	1	0	0
18089	22	walkway	auckland	0	1	0	1	0	0
18091	6	braund pl	glenfield	0	2	0	0	0	0
18093	6	braund pl	glenfield	0	2	0	0	0	0
18094	6	cashmere pl	glenfield	0	2	0	0	0	0
18095	6	woodcote dr	glenfield	0	2	0	0	0	0
18096	6	mulberry pl	glenfield	0	2	0	0	0	0
18102	6	nottingham st	westmere	0	2	0	0	0	0
18104	6	west view rd	westmere	0	3	0	0	0	0
18105	6	west view rd	westmere	0	2	0	0	0	0
18106	6	kitenui ave	mt albert	0	2	0	0	0	0
18109	6	delphine cl	mt albert	0	2	0	0	0	0
18110	6	lorraine ave	mt albert	0	2	0	0	0	0
18111	6	farrelly ave	mt roskill	0	2	0	0	0	0
18112	6	nirvana way	mt roskill	0	2	0	0	0	0
18113	6	paua pl	mt roskill	0	2	0	0	0	0
18116	6	nirvana way	mt roskill	0	2	0	0	0	0
18117	6	amazon pde	mt roskill	0	2	0	0	0	0
18118	6	subritzky ave	mt roskill	0	3	0	0	0	0
18119	6	doug goodwin pl	mt roskill	0	2	0	0	0	0
18120	6	penney ave	mt roskill	0	2	0	0	0	0
18121	6	caronia cres	lynfield	0	2	0	0	0	0
18122	6	canberra ave	lynfield	0	2	0	0	0	0
18125	6	nimstedt ave	albany	0	2	0	0	0	0
18126	6	carento way	whangaparaoa	0	2	0	0	0	0
18127	6	lough derg pl	pinehill	0	2	0	0	0	0
18128	6	ballymore dr	pinehill	0	2	0	0	0	0
18131	6	mcdowell cres	hillcrest	0	2	0	0	0	0
18132	6	mulgan way	browns bay	0	2	0	0	0	0
18133	6	oaktree ave	browns bay	0	2	0	0	0	0
18134	6	kerr-taylor ave	mt albert	0	2	0	0	0	0
18135	6	glenvar cl	torbay	0	3	0	0	0	0
18136	6	larchwood ave	westmere	0	2	0	0	0	0
18138	6	ellenbury pl	whangaparaoa	0	2	0	0	0	0
18139	6	mably crt	whangaparaoa	0	2	0	0	0	0
18141	6	meadowood dr	meadowood	0	2	0	0	0	0
18142	6	meadowood dr	meadowood	0	2	0	0	0	0
18144	6	halberg st	glenfield	0	2	0	0	0	0
18145	6	downing st	glenfield	0	2	0	0	0	0
18146	4	coronation rd	hillcrest	0	3	2	0	0	0
18148	4	highbury bypass	birkenhead	0	3	2	0	0	0
18150	6	ian marwick pl	birkenhead	0	2	0	0	0	0
18151	6	ian marwick pl	birkenhead	0	3	0	0	0	0
18153	6	hammond pl	birkenhead	0	3	0	0	0	0
18154	6	bella vista rd	herne bay	0	2	0	0	0	0
18155	6	marine pde	herne bay	0	2	0	0	0	0
18156	6	marine pde	herne bay	0	2	0	0	0	0
18157	6	bella vista rd	herne bay	0	2	0	0	0	0
18159	6	farrelly ave	mt roskill	0	2	0	0	0	0
18162	6	webster ave	mt roskill	0	2	0	0	0	0
18166	6	st clair pl	browns bay	0	2	0	0	0	0
18169	6	waiora rd	whangaparaoa	0	2	0	0	0	0
18170	6	d'oyly dr	whangaparaoa	0	2	0	0	0	0
18173	22	walkway	whangaparaoa	0	2	0	1	0	0
18176	6	elliston cres	whangaparaoa	0	2	0	0	0	0
18178	6	glenreagh pl	torbay	0	2	0	0	0	0
18179	6	kate sheppard ave	torbay	0	2	0	0	0	0
18180	6	andersons rd	albany	0	3	0	0	0	0
18181	6	john downs dr	browns bay	0	2	0	0	0	0
18182	6	santiago cres	meadowood	0	2	0	0	0	0
18183	6	santiago cres	meadowood	0	2	0	0	0	0
18184	6	teviot pl	glenfield	0	2	0	0	0	0
18185	6	mossop rise	glenfield	0	2	0	0	0	0
18194	6	larchwood ave	westmere	0	2	0	0	0	0
18195	6	challinor cres	mt albert	0	3	0	0	0	0
18196	6	challinor cres	mt albert	0	2	0	0	0	0
18197	6	linwood ave	mt albert	0	3	0	0	0	0
18198	6	wairere ave	mt albert	0	2	0	0	0	0
18200	6	delphine cl	mt albert	0	2	0	0	0	0
18201	6	delphine cl	mt albert	0	2	0	0	0	0
18202	6	hedley rd	mt roskill	0	2	0	0	0	0
18203	6	belcher st	mt roskill	0	2	0	0	0	0
18204	6	farrelly ave	mt roskill	0	2	0	0	0	0
18205	6	parkinson ave	mt roskill	0	2	0	0	0	0
18206	6	allison st	mt roskill	0	2	0	0	0	0
18207	6	allison st	mt roskill	0	2	0	0	0	0
18208	6	ernie pinches st	mt roskill	0	2	0	0	0	0
18209	6	amazon pde	mt roskill	0	2	0	0	0	0
18210	6	amazon pde	mt roskill	0	2	0	0	0	0
18211	6	zambezi lane	mt roskill	0	2	0	0	0	0
18212	6	zamora lane	mt roskill	0	2	0	0	0	0
18213	6	allison st	mt roskill	0	2	0	0	0	0
18214	6	webster ave	mt roskill	0	2	0	0	0	0
18215	6	mariposa ave	lynfield	0	2	0	0	0	0
18216	6	mariposa ave	lynfield	0	2	0	0	0	0
18218	6	brookvale pk	whangaparaoa	0	2	0	0	0	0
18221	6	harrowglen dr	albany	0	2	0	0	0	0
18222	6	harrowglen dr	albany	0	2	0	0	0	0
18223	6	jomard tce	albany	0	2	0	0	0	0
18224	6	moore st	hillcrest	0	2	0	0	0	0
18225	5	glamorgan dr	torbay	0	3	1	0	0	0
18227	6	elliotts way	pinehill	0	1	1	0	0	0
18228	6	greenridge crt	glenfield	0	2	0	0	0	0
18230	6	greenvalley rise	glenfield	0	2	0	0	0	0
18232	6	nottingham st	westmere	0	2	0	0	0	0
18234	6	asquith ave	mt albert	0	2	0	0	0	0
18235	22	walkway	auckland	0	2	0	1	0	0
18236	6	belcher st	mt roskill	0	2	0	0	0	0
18237	6	betts ave	mt roskill	0	2	0	0	0	0
18238	6	vivaldi pl	mt roskill	0	2	0	0	0	0
18239	6	nirvana way	mt roskill	0	2	0	0	0	0
18244	6	cooper rd	whangaparaoa	0	2	0	0	0	0
18246	6	sabana pl	meadowood	0	2	0	0	0	0
18247	6	santiago cres	meadowood	0	2	0	0	0	0
18249	6	normanton st	glenfield	0	2	0	0	0	0
18251	6	agincourt st	glenfield	0	2	0	0	0	0
18255	6	rawene rd	birkenhead	0	2	0	0	0	0
18256	6	rawene rd	birkenhead	0	2	0	0	0	0
18257	6	west view rd	westmere	0	2	0	0	0	0
18258	6	selcourt rd	mt albert	0	2	0	0	0	0
18259	6	selcourt rd	mt albert	0	2	0	0	0	0
18260	6	jesmond tce	mt albert	0	2	0	0	0	0
18261	6	farrelly ave	mt roskill	0	2	0	0	0	0
18263	5	old mill rd	western springs	0	2	1	0	0	0
18264	6	wellpark ave	grey lynn	0	2	0	0	0	0
18265	6	langana ave	browns bay	0	2	0	0	0	0
18266	6	ondine pl	glenfield	0	2	0	0	0	0
18267	6	short st	herne bay	0	2	0	0	0	0
18271	6	scott rd	whangaparaoa	0	2	0	0	0	0
18273	6	elsfield pl	torbay	0	3	0	0	0	0
18278	6	killybegs dr	albany	0	2	0	0	0	0
18279	6	santiago cres	meadowood	0	2	0	0	0	0
18280	22	walkway	auckland	0	2	0	1	0	0
18281	6	meadowood dr	meadowood	0	2	0	0	0	0
18282	6	wanita pl	glenfield	0	2	0	0	0	0
18285	6	weldene ave	glenfield	0	2	0	0	0	0
18287	6	monarch ave	hillcrest	0	2	0	0	0	0
18288	6	speedy cres	hillcrest	0	2	0	0	0	0
18292	6	mollyhawk pl	birkenhead	0	2	0	0	0	0
18293	6	rawene rd	birkenhead	0	2	0	0	0	0
18294	6	annan st	herne bay	0	2	0	0	0	0
18295	6	marine pde	herne bay	0	2	0	0	0	0
18296	6	wolseley ave	herne bay	0	2	0	0	0	0
18297	6	upton st	herne bay	0	2	0	0	0	0
18298	6	marine pde	herne bay	0	2	0	0	0	0
18300	6	larchwood ave	westmere	0	2	0	0	0	0
18302	6	parkinson ave	mt roskill	0	2	0	0	0	0
18303	6	o'donnell ave	mt roskill	0	2	0	0	0	0
18304	6	mcgehan cl	mt albert	0	2	0	0	0	0
18305	6	mcgehan cl	mt albert	0	2	0	0	0	0
18306	6	mcgehan cl	mt albert	0	2	0	0	0	0
18308	6	zeralto lane	mt roskill	0	2	0	0	0	0
18309	5	white swan rd	lynfield	0	2	1	0	0	0
18310	6	miriam pl	mt roskill	0	2	0	0	0	0
18311	6	penney ave	mt roskill	0	2	0	0	0	0
18312	6	canberra ave	lynfield	0	2	0	0	0	0
18313	5	hugh green dr	albany	0	2	1	0	0	0
18318	4	st lukes rd	western springs	0	2	2	0	0	0
18319	4	birkenhead ave	birkenhead	0	3	2	0	0	0
18320	5	pupuke rd	auckland	0	3	1	0	0	0
18321	22	walkway	auckland	0	2	0	1	0	0
18322	6	recreation dr	birkenhead	0	2	0	0	0	0
18323	6	waratah st	birkenhead	0	3	0	0	0	0
18324	6	hauraki cres	pinehill	0	2	0	0	0	0
18325	6	hauraki cres	pinehill	0	2	0	0	0	0
18330	6	errigal cl	albany	0	2	0	0	0	0
18331	6	rosses pl	albany	0	2	0	0	0	0
18333	6	sabana pl	meadowood	0	2	0	0	0	0
18334	6	athena dr	totaravale	0	2	0	0	0	0
18335	6	tacitus pl	totaravale	0	2	0	0	0	0
18338	6	wanita pl	glenfield	0	2	0	0	0	0
18339	6	hogans rd	glenfield	0	2	0	0	0	0
18341	22	walkway	auckland	0	2	0	1	0	0
18342	5	birkenhead ave	birkenhead	0	3	1	0	0	0
18343	6	bella vista rd	herne bay	0	2	0	0	0	0
18344	6	brewster ave	mt albert	0	2	0	0	0	0
18345	6	amandale ave	mt albert	0	2	0	0	0	0
18346	6	amandale ave	mt albert	0	2	0	0	0	0
18348	6	o'donnell ave	mt roskill	0	2	0	0	0	0
18349	6	buccaneer st	mt roskill	0	2	0	0	0	0
18350	6	penney ave	mt roskill	0	2	0	0	0	0
18351	22	walkway	auckland	0	2	0	1	0	0
18353	6	mariposa ave	lynfield	0	2	0	0	0	0
18354	6	canberra ave	lynfield	0	2	0	0	0	0
18355	1	upper harbour hwy exit 414	auckland	1	4	4	0	1	1
18356	1	st lukes rd exit 6	auckland	1	4	4	0	1	1
18357	6	malvern rd	morningside	0	2	0	0	0	0
18358	6	zion rd	birkenhead	0	3	0	0	0	0
18359	6	pakiri river rd	pakiri	0	3	0	0	0	0
18365	6	donald st	whangaparaoa	0	2	0	0	0	0
18366	6	d'oyly dr	whangaparaoa	0	2	0	0	0	0
18367	6	langana ave	browns bay	0	2	0	0	0	0
18368	6	falstone lane	browns bay	0	2	0	0	0	0
18369	22	walkway	auckland	0	2	0	1	0	0
18370	6	langana ave	browns bay	0	2	0	0	0	0
18371	6	mulgan way	browns bay	0	2	0	0	0	0
18374	22	walkway	auckland	0	1	0	1	0	0
18375	6	santiago cres	meadowood	0	2	0	0	0	0
18378	22	walkway	auckland	0	2	0	1	0	0
18381	6	tableau pl	totaravale	0	2	0	0	0	0
18383	22	walkway	auckland	0	1	0	1	0	0
18387	6	colin wild pl	glenfield	0	2	0	0	0	0
18391	6	trelawny pl	hillcrest	0	2	0	0	0	0
18393	6	chequers ave	glenfield	0	2	0	0	0	0
18396	22	walkway	auckland	0	2	0	1	0	0
18397	6	agincourt st	glenfield	0	2	0	0	0	0
18398	6	bank st	hillcrest	0	2	0	0	0	0
18401	6	inkster st	birkenhead	0	2	0	0	0	0
18402	6	rawene rd	birkenhead	0	3	0	0	0	0
18403	6	inkster st	birkenhead	0	2	0	0	0	0
18404	6	inkster st	birkenhead	0	2	0	0	0	0
18406	6	malvern rd	morningside	0	2	0	0	0	0
18407	6	shearer st	mt roskill	0	2	0	0	0	0
18408	6	triton ave	mt roskill	0	2	0	0	0	0
18409	6	triton ave	mt roskill	0	2	0	0	0	0
18410	6	shearer st	mt roskill	0	2	0	0	0	0
18411	6	christini st	mt roskill	0	2	0	0	0	0
18412	6	farrelly ave	mt roskill	0	2	0	0	0	0
18414	6	boyce ave	mt roskill	0	2	0	0	0	0
18415	6	boyce ave	mt roskill	0	2	0	0	0	0
18416	6	canberra ave	lynfield	0	2	0	0	0	0
18417	6	canberra ave	lynfield	0	2	0	0	0	0
18418	6	james tyler cres	lynfield	0	2	0	0	0	0
18423	4	constellation dr	glenfield	1	2	2	0	0	0
18424	6	seychelles st	mt albert	0	2	0	0	0	0
18425	6	sartors ave	browns bay	0	2	0	0	0	0
18426	22	walkway	auckland	0	1	0	1	0	0
18427	1	northern motorway	silverdale	1	6	4	0	1	1
18429	6	cheval dr	glenfield	0	2	0	0	0	0
18434	6	kahurangi pl	snells beach	0	2	0	0	0	0
18445	6	greta pl	whangaparaoa	0	2	0	0	0	0
18448	6	helen ryburn pl	torbay	0	2	0	0	0	0
18451	6	rosses pl	albany	0	2	0	0	0	0
18452	6	ballintra cl	albany	0	2	0	0	0	0
18453	5	target rd	glenfield	0	3	1	0	0	0
18454	6	theban pl	totaravale	0	2	0	0	0	0
18458	6	normanton st	glenfield	0	2	0	0	0	0
18461	6	hatherlow st	glenfield	0	2	0	0	0	0
18463	6	havana pl	glenfield	0	2	0	0	0	0
18464	22	walkway	auckland	0	2	0	1	0	0
18465	6	havana pl	glenfield	0	2	0	0	0	0
18466	6	agincourt st	glenfield	0	2	0	0	0	0
18470	6	palmerston rd	birkenhead	0	2	0	0	0	0
18471	6	galatea tce	herne bay	0	2	0	0	0	0
18472	6	marine pde	herne bay	0	2	0	0	0	0
18473	6	taylors rd	mt albert	0	2	0	0	0	0
18475	6	alberton ave	mt albert	0	2	0	0	0	0
18477	6	tyburnia ave	mt roskill	0	2	0	0	0	0
18479	6	hedley rd	mt roskill	0	2	0	0	0	0
18480	6	shenandoah ave	mt roskill	0	3	0	0	0	0
18484	6	stanton tce	lynfield	0	2	0	0	0	0
18485	6	canberra ave	lynfield	0	2	0	0	0	0
18486	6	linden st	mt roskill	0	2	0	0	0	0
18488	9	northern motorway	meadowood	1	4	4	0	1	1
18489	6	finn pl	glenfield	0	2	0	0	0	0
18492	6	heatherleigh rise	northcross	0	3	0	0	0	0
18493	6	gretna grn	browns bay	0	2	0	0	0	0
18494	6	mulgan way	browns bay	0	2	0	0	0	0
18495	22	walkway	auckland	0	2	0	1	0	0
18496	6	palliser lane	browns bay	0	2	0	0	0	0
18497	6	palliser lane	browns bay	0	2	0	0	0	0
18500	6	cassandra grv	totaravale	0	2	0	0	0	0
18501	6	cassandra grv	totaravale	0	2	0	0	0	0
18510	22	walkway	auckland	0	2	0	1	0	0
18515	6	bella vista rd	herne bay	0	2	0	0	0	0
18516	6	upton st	herne bay	0	2	0	0	0	0
18517	6	galatea tce	herne bay	0	2	0	0	0	0
18518	6	warnock st	westmere	0	2	0	0	0	0
18520	6	duncan maclean link	western springs	0	2	0	0	0	0
18521	6	malvern rd	morningside	0	2	0	0	0	0
18523	6	western springs rd	morningside	0	2	0	0	0	0
18524	6	springfield rd	western springs	0	2	0	0	0	0
18525	6	malvern rd	morningside	0	2	0	0	0	0
18526	6	brewster ave	mt albert	0	2	0	0	0	0
18527	6	tyburnia ave	mt roskill	0	2	0	0	0	0
18528	6	potter ave	mt roskill	0	2	0	0	0	0
18529	6	beagle ave	mt roskill	0	2	0	0	0	0
18530	6	potter ave	mt roskill	0	2	0	0	0	0
18531	6	o'donnell ave	mt roskill	0	2	0	0	0	0
18532	6	gaynor st	mt roskill	0	2	0	0	0	0
18533	6	penney ave	mt roskill	0	2	0	0	0	0
18534	6	canberra ave	lynfield	0	2	0	0	0	0
18536	6	farrelly ave	mt roskill	0	2	0	0	0	0
18537	6	farrelly ave	mt roskill	0	2	0	0	0	0
18539	6	highwood grv	torbay	0	3	0	0	0	0
18540	6	francis st	grey lynn	0	2	0	0	0	0
18541	6	bathgate rd	pakiri	0	3	0	0	0	0
18547	6	northview rd	whangaparaoa	0	2	0	0	0	0
18548	6	cooper rd	whangaparaoa	0	2	0	0	0	0
18549	6	emlyn pl	torbay	0	3	0	0	0	0
18550	6	emlyn pl	torbay	0	3	0	0	0	0
18552	6	caversham dr	torbay	0	2	0	0	0	0
18553	6	topliss dr	northcross	0	2	0	0	0	0
18555	4	oteha valley rd	waiake	1	3	2	0	0	0
18556	6	elmira pl	browns bay	0	2	0	0	0	0
18557	6	st clair pl	browns bay	0	2	0	0	0	0
18558	6	mulgan way	browns bay	0	2	0	0	0	0
18559	22	walkway	auckland	0	2	0	1	0	0
18562	6	palliser lane	browns bay	0	2	0	0	0	0
18564	22	walkway	auckland	0	2	0	1	0	0
18566	6	tetrarch pl	totaravale	0	2	0	0	0	0
18567	6	tetrarch pl	totaravale	0	2	0	0	0	0
18569	6	cassandra grv	totaravale	0	2	0	0	0	0
18570	6	remus pl	totaravale	0	2	0	0	0	0
18571	6	jenanne pl	glenfield	0	2	0	0	0	0
18575	6	gretel pl	hillcrest	0	2	0	0	0	0
18576	6	gretel pl	hillcrest	0	2	0	0	0	0
18578	6	felstead st	birkenhead	0	2	0	0	0	0
18579	6	jervois rd	herne bay	0	2	0	0	0	0
18580	6	jervois rd	herne bay	0	2	0	0	0	0
18581	6	wellpark ave	grey lynn	0	2	0	0	0	0
18582	6	jesmond tce	mt albert	0	2	0	0	0	0
18583	6	haverstock rd	sandringham	0	2	0	0	0	0
18586	6	jana pl	mt roskill	0	2	0	0	0	0
18587	5	hugh green dr	albany	0	2	1	0	0	0
18589	6	dee pl	torbay	0	3	0	0	0	0
18592	6	ludlow tce	wairau valley	0	2	0	0	0	0
18603	6	highgrove lane	meadowood	0	2	0	0	0	0
